image_path,class_name,food,freshness_stage,shelf_life_min,shelf_life_max,shelf_life_midpoint,file_extension,file_size_bytes
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_53_IMG_20260128_095525459_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,22104
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_54_IMG_20251201_133219412_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,16233
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_55_IMG-20260207-WA0017.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,32710
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_56_IMG-20260210-WA0024.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,32337
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_57_IMG_20251204_101504935_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,26118
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_58_IMG-20260210-WA0015.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,30795
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_59_IMG_20260128_095532425_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,36257
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_5_IMG_20260126_223636694_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,24348
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_60_IMG_20260122_215954701_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,16491
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_61_IMG-20260210-WA0019.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,24546
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_62_IMG_20251127_191711928_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,15772
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_63_IMG_20251201_133201953_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,14733
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_64_IMG_20260126_223711438_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,26969
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_65_IMG_20260124_113018149_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,24541
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_66_IMG-20260219-WA0022.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,44831
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_67_IMG_20260124_112928403_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,33189
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_68_IMG_20251204_101547808_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,19852
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_69_IMG_20260128_095532425_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,32756
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_6_IMG_20260124_112901434_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,25622
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_70_IMG-20260207-WA0025.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,35936
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_71_IMG_20251126_191907575_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,12602
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_72_IMG_20260124_112819344_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,29213
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_73_IMG-20260207-WA0005.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,31007
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_74_IMG_20260124_112729509_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,28690
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_75_IMG_20260124_112940751_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,30418
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_76_IMG-20260207-WA0015.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,32063
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_77_IMG_20260128_095315407_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,24749
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_78_IMG_20260124_113033564_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,25199
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_79_IMG_20251204_101511127_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,21175
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_7_IMG_20251203_101108191_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,21137
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_80_IMG_20260123_182121235_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,15117
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_81_IMG-20260207-WA0025.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,29257
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_82_IMG_20260122_215941823_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,17639
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_83_IMG_20260128_095525459_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,33889
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_84_IMG-20260219-WA0013.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,45711
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_85_IMG_20260128_095404997_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,37187
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_86_IMG_20260126_223636694_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,20080
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_87_IMG_20260124_112759186_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,23612
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_88_IMG_20260128_095513440_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,33074
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_89_IMG_20260128_095525459_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,34329
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_8_IMG_20251130_180751874_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,10449
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_90_IMG-20260207-WA0025.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,34638
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_91_IMG_20251201_133145240_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,19117
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_92_IMG_20260124_112957862_HDR_AE.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,22156
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_93_IMG_20251119_200909058_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,14713
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_94_IMG-20260207-WA0026.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,41579
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_95_IMG-20260219-WA0015.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,37617
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_96_IMG_20251127_191711928_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,15212
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_97_IMG_20260122_215954701_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,16519
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_98_IMG_20260126_223542623_HDR.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,24397
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_99_IMG-20260210-WA0015.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,28857
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/aug_9_IMG-20260210-WA0015.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,28151
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0000.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,36675
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0001.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,29536
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0002.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,33706
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0003.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,29520
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0004.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,33562
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0005.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,31181
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0006.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,30578
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0007.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,31524
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0008.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,28721
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0009.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,33531
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0010.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,29379
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0011.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,35870
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0012.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,30507
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0013.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,34378
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0014.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,32051
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0015.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,31733
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0017.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,34237
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0018.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,39483
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0019.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,33254
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0020.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,36228
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0021.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,40922
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0022.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,34008
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0023.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,34240
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0025.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,36028
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0026.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,37927
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0027.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,39389
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0028.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,36325
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0029.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,40525
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0030.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,37399
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0031.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,33572
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0032.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,36303
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0033.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,41933
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0034.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,36473
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0035.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,35129
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260207-WA0036.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,34968
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260210-WA0012.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,27416
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260210-WA0013.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,29048
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260210-WA0014.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,24480
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260210-WA0015.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,28146
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260210-WA0016.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,27586
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260210-WA0017.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,29457
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260210-WA0018.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,27280
D:/VIT TY SEM5/ML Project/FOODFRESHAI/data/raw/AgriFreshNET Freshness and Shelf-Life Image Datase/Processed Data/Processed Data/Rotten Tomato(24-35)/IMG-20260210-WA0019.jpg,Rotten Tomato(24-35),Tomato,Rotten,24,35,29.5,.jpg,24756
